web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570865121-5117","https://www.foxnews.com/politics","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","https://www.foxnews.com/politics/trump-rally-lake-charles-louisiana-nancy-pelosi-eddie-rispone-ralph-abraham-john-bel-edwards","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","","Louisiana's governor is an anti-abortion, pro-gun West Point graduate who avoids criticizing Trump, talks about his strong rapport with the White House and calls the impeachment inquiry a distraction for Washington.","6 hours ago"
"1570864721-4486","https://www.foxnews.com/politics","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","https://www.foxnews.com/politics/trump-minneapolis-minnesota-rally-impeachment-push-security-costs-ilhan-omar","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","","As the crowd erupted into applause, Trump remarked, ""Isn't it much better when I go off script? So much better.""","1 day ago"
"1570865051-5010","https://www.foxnews.com/politics","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","https://www.foxnews.com/politics/pete-sessions-lev-parnas-igor-fruman-contributions-donated","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","Vandana Rambaran","","7 hours ago"
"1570865080-5061","https://www.foxnews.com/politics","Trump announces acting Homeland Security Secretary McAleenan to leave post","https://www.foxnews.com/politics/trump-announces-acting-homeland-security-secretary-mcaleenan-to-leave-post","Trump announces acting Homeland Security Secretary McAleenan to leave post","Trump announces acting Homeland Security Secretary McAleenan to leave post","","The Law Center released a statement sharing McAleenan's regret and said: ""Georgetown is deeply committed to freedom of speech and expression.""","7 hours ago"
"1570865044-5007","https://www.foxnews.com/politics","DOJ reveals no Mueller grand jury material shared with any foreign government","https://www.foxnews.com/politics/justice-department-mueller-grand-jury-material-not-shared-foreign-government","DOJ reveals no Mueller grand jury material shared with any foreign government","DOJ reveals no Mueller grand jury material shared with any foreign government","","The Justice Department released a redacted version of the Mueller report in April.","7 hours ago"
"1570865029-4977","https://www.foxnews.com/politics","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","https://www.foxnews.com/politics/nancy-pelosi-says-trump-rally-comments-about-biden-beyond-the-pale-rips-senate-republicans-cowardice-on-impeachment-inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","","""Hunter, you know nothing about energy, you know nothing about China, you know nothing about anything, frankly. Hunter, you're a loser,"" Trump said, his voice rising. ""Your father was never considered smart, he was never considered a good senator -- he was only a good vice president because he understood how to kiss Barack Obama's a--.""","8 hours ago"
"1570864997-4934","https://www.foxnews.com/politics","California adopts nation's broadest gun seizure laws","https://www.foxnews.com/politics/california-expands-gun-seizure-law","California adopts nation's broadest gun seizure laws","California adopts nation's broadest gun seizure laws","","The American Civil Liberties Union (ACLU) opposed the bill, saying it ""poses a significant threat to civil liberties"" because a restraining order can be sought before a gun owner has an opportunity to dispute the request.","10 hours ago"
"1570864517-4250","https://www.foxnews.com/politics","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","https://www.foxnews.com/politics/providing-health-insurance-to-illegal-immigrants","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","","While candidates have not necessarily gone into detail about their plans, CIS cites an Atlantic survey that found that Sens. Bernie Sanders, I-Vt., Kamala Harris, D-Calif., and Elizabeth Warren, D-Mass.; and former Housing Secretary Julian Castro would all provide “full benefits” to those in the country illegally.","1 day ago"
"1570864848-4734","https://www.foxnews.com/politics","Yovanovitch gives transcribed interview to House lawmakers; whistleblower seeks to submit written testimony","https://video.foxnews.com/v/6094058557001/","Yovanovitch gives transcribed interview to House lawmakers; whistleblower seeks to submit written testimony","Yovanovitch gives transcribed interview to House lawmakers; whistleblower seeks to submit written testimony","","","null"
"1570864658-4423","https://www.foxnews.com/politics","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","https://www.foxnews.com/politics/democrats-subpoena-rick-perry-ukraine-impeachment-inquiry","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","","President Trump has said Joe Biden's efforts to oust a Ukrainian prosecutor who was investigating the energy firm Burisma Holdings -- where Hunter Biden had held a board seat -- should be investigated for corruption.","1 day ago"
"1570864907-4816","https://www.foxnews.com/politics","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","https://www.foxnews.com/politics/russian-pranksters-lindsey-graham-turkey","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","","""I find it astounding that the news media's not picking up the fact that I totally duped the president & got in touch... within in less than 2 hours while he was on Air Force One,"" Melendez tweeted in June of 2018.","13 hours ago"
"1570864752-4572","https://www.foxnews.com/politics","Biden's full-throated attack on Trump seen as double-edged sword","https://www.foxnews.com/politics/biden-trump-impeachment-attack-double-edged-sword","Biden's full-throated attack on Trump seen as double-edged sword","Biden's full-throated attack on Trump seen as double-edged sword","","BIDEN CAMPAIGN SLAMS NY TIMES FOR OP-ED ON FORMER VP'S UKRAINE TIES","20 hours ago"
"1570864966-4896","https://www.foxnews.com/politics","Appeals court blocks Ohio ban on Down syndrome abortions","https://www.foxnews.com/politics/ohio-down-syndrome-abortion-ban-federal-appeals-court","Appeals court blocks Ohio ban on Down syndrome abortions","Appeals court blocks Ohio ban on Down syndrome abortions","","On Friday the panel of three judges upheld Black’s ruling in a 2-1 decision. A spokesman for Republican Attorney General Dave Yost said the state will ask the full 6th Circuit to review the case, according to Reuters. A large majority of the 6th Circuit court's members were appointed by Republican presidents, but Friday's majority consisted of Democratic appointees.","11 hours ago"
"1570864496-4220","https://www.foxnews.com/politics","Newly declassified court documents reveal FBI FISA violations in targeting Americans","https://www.foxnews.com/politics/newly-declassified-court-documents-reveal-fbi-fisa-violations-in-targeting-americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","","The FBI has argued that because they kept general records of the search terms used that was enough to satisfy Section 702’s requirement of keeping search records, but the court found that because they did not specify which queries were related to a “United States person,” it did not satisfy the law’s requirement.","1 day ago"
"1570864752-4571","https://www.foxnews.com/politics","Biden's full-throated attack on Trump seen as double-edged sword","https://www.foxnews.com/politics/biden-trump-impeachment-attack-double-edged-sword","Biden's full-throated attack on Trump seen as double-edged sword","Biden's full-throated attack on Trump seen as double-edged sword","","Adding to the controversy was the fact that before that phone call, millions in U.S. military aid to Ukraine was put on hold. Despite allegations that Trump was using that money as leverage, Trump has insisted repeatedly that he did nothing wrong. He said there was no ""quid pro quo"" and on numerous occasions has described his conversation with the Ukrainian leader as “perfect.”","20 hours ago"
"1570865080-5054","https://www.foxnews.com/politics","Trump announces acting Homeland Security Secretary McAleenan to leave post","https://www.foxnews.com/politics/trump-announces-acting-homeland-security-secretary-mcaleenan-to-leave-post","Trump announces acting Homeland Security Secretary McAleenan to leave post","Trump announces acting Homeland Security Secretary McAleenan to leave post","","McAleenan, a longtime U.S. Customs and Border Protection official, was seen as a level head who could effectively manage the border crisis, but like many other former administration officials who came before, Trump eventually soured on him.","7 hours ago"
"1570864934-4832","https://www.foxnews.com/politics","Ex-Ukraine ambassador speaks of ouster after ‘false claims,’ denies being ‘disloyal’ to Trump","https://www.foxnews.com/politics/ex-ukraine-ambassador-unfounded-and-false-claims","Ex-Ukraine ambassador speaks of ouster after ‘false claims,’ denies being ‘disloyal’ to Trump","Ex-Ukraine ambassador speaks of ouster after ‘false claims,’ denies being ‘disloyal’ to Trump","","TWO GIULIANI ASSOCIATED LINKED TO UKRAINE INVESTIGATIONS INDICTED ON CAMPAIGN FINANCE CHARGES","13 hours ago"
"1570864843-4719","https://www.foxnews.com/politics","Top diplomats to testify before Congress despite opposition from State Dept., White House","https://www.foxnews.com/politics/top-diplomats-to-testify-to-congress-despite-opposition-from-state-dept-white-house","Top diplomats to testify before Congress despite opposition from State Dept., White House","Top diplomats to testify before Congress despite opposition from State Dept., White House","","Also Friday, U.S. Ambassador to the European Union Gordon Sondland announced that he will testify before Congress. The announcement comes a week after the State Department directed him not to appear before lawmakers at a scheduled deposition. The shift comes after House Democrats on Wednesday subpoenaed him to appear before the joint committees to testify. He said in a statement that he is scheduled to appear on Thursday.","17 hours ago"
"1570865044-5004","https://www.foxnews.com/politics","DOJ reveals no Mueller grand jury material shared with any foreign government","https://www.foxnews.com/politics/justice-department-mueller-grand-jury-material-not-shared-foreign-government","DOJ reveals no Mueller grand jury material shared with any foreign government","DOJ reveals no Mueller grand jury material shared with any foreign government","","The court asked ""whether grand jury secrecy is the only basis for redaction for those parts of the Mueller report where grand jury secrecy redactions were applied and, if not, what other bases for withholding apply,"" court documents stated.","7 hours ago"
"1570864780-4644","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","""The former ambassador from the United States, the woman, was bad news,"" Trump told Ukraine President Zelenskiy during their July 25 call, according to a partial transcript released by the White House. ""She's going to go through some things.""","1 day ago"
"1570864907-4815","https://www.foxnews.com/politics","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","https://www.foxnews.com/politics/russian-pranksters-lindsey-graham-turkey","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","Russian radio hosts prank Lindsey Graham into thinking he's on phone with Turkey's defense minister","","Schiff and Graham weren't the only politicians to get tricked into believing they were talking to prominent politicians. The president himself spoke to comedian John Melendez, apparently thinking he was speaking with Sen. Bob Menendez, D-N.J.","13 hours ago"
"1570864759-4590","https://www.foxnews.com/politics","Ukraine whistleblower wants to testify in writing instead of appearing in person","https://www.foxnews.com/politics/ukraine-whistleblower-wants-to-testify-in-writing-instead-of-appearing-in-person-report-says","Ukraine whistleblower wants to testify in writing instead of appearing in person","Ukraine whistleblower wants to testify in writing instead of appearing in person","","The request comes amid Democrats' desire to protect the identity of the whistleblower, along with worries over safety and media scrutiny. President Trump and Republicans believe the president should have a right to confront his accuser, and have also cited new reports indicating the whistleblower could have partisan motives. His attorneys have acknowledged he is a registered Democrat who has worked with at least one 2020 candidate. On Thursday, reports surfaced that the candidate was Joe Biden.","19 hours ago"
"1570865051-5012","https://www.foxnews.com/politics","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","https://www.foxnews.com/politics/pete-sessions-lev-parnas-igor-fruman-contributions-donated","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","","""Yesterday, I learned that two contributors to my 2018 campaign are being charged for not following campaign contribution laws,"" Pete Sessions said in a statement Friday. ""Their deception cannot, and should not, be tolerated. Therefore, I am contributing the amount of their contributions to charities that serve abused women and children and the elderly in Central Texas.""","7 hours ago"
"1570865129-5145","https://www.foxnews.com/politics","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","https://www.foxnews.com/politics/california-newsom-abortion-pill-college-campus-students-for-life-america-lawsuit","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","","""We're giving them the option to terminate a life, but what about those who want to continue on with that pregnancy? Where is the help for those women?"" Fernandez told The Associated Press.","1 hour ago"
"1570865004-4955","https://www.foxnews.com/politics","California governor signs measure requiring universities to provide abortion meds","https://www.foxnews.com/politics/california-governor-signs-measure-requiring-universities-to-provide-abortion-meds","California governor signs measure requiring universities to provide abortion meds","California governor signs measure requiring universities to provide abortion meds","","The law will rely on private donations, not state dollars, to pay for the services. The state hopes to raise more than $10 million.","9 hours ago"
"1570864843-4723","https://www.foxnews.com/politics","Top diplomats to testify before Congress despite opposition from State Dept., White House","https://www.foxnews.com/politics/top-diplomats-to-testify-to-congress-despite-opposition-from-state-dept-white-house","Top diplomats to testify before Congress despite opposition from State Dept., White House","Top diplomats to testify before Congress despite opposition from State Dept., White House","","“I would love to send Ambassador Sondland, a really good man and great American, to testify,"" Trump tweeted, ""but unfortunately he would be testifying before a totally compromised kangaroo court, where Republican’s rights have been taken away, and true facts are not allowed out for the public to see.""","17 hours ago"
"1570865054-5021","https://www.foxnews.com/politics","Some Democrats threaten churches' tax status if they don't support same-sex marriage","https://video.foxnews.com/v/6094245838001/","Some Democrats threaten churches' tax status if they don't support same-sex marriage","Some Democrats threaten churches' tax status if they don't support same-sex marriage","","","null"
"1570864942-4847","https://www.foxnews.com/politics","Donald Trump Jr. blasts media's treatment of Hunter Biden: There's a double standard","https://video.foxnews.com/v/6094134224001/","Donald Trump Jr. blasts media's treatment of Hunter Biden: There's a double standard","Donald Trump Jr. blasts media's treatment of Hunter Biden: There's a double standard","","","null"
"1570864528-4278","https://www.foxnews.com/politics","Carter Page frustrated he hasn't been interviewed in IG probe","https://www.foxnews.com/politics/carter-page-says-he-hasnt-been-interviewed-in-ig-probe","Carter Page frustrated he hasn't been interviewed in IG probe","Carter Page frustrated he hasn't been interviewed in IG probe","","CLICK HERE TO GET THE FOX NEWS APP","1 day ago"
"1570865004-4963","https://www.foxnews.com/politics","California governor signs measure requiring universities to provide abortion meds","https://www.foxnews.com/politics/california-governor-signs-measure-requiring-universities-to-provide-abortion-meds","California governor signs measure requiring universities to provide abortion meds","California governor signs measure requiring universities to provide abortion meds","","The Department of Finance, under Newsom’s office, also opposed the bill, citing a lack of resources, personnel expertise and private funds to support a program of such “size, scope or content.”","9 hours ago"
"1570864877-4768","https://www.foxnews.com/politics","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","https://www.foxnews.com/politics/lower-tier-2020-dems-argue-nomination-wont-be-decided-by-the-debates","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","","Twelve candidates have qualified for Tuesday’s showdown. Bullock, Bennet, and four other contenders in the still extremely large but shrinking field of Democratic White House hopefuls failed to make the cut.","14 hours ago"
"1570864959-4885","https://www.foxnews.com/politics","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","https://www.foxnews.com/politics/democracy-2020-dems-debate-ca-homelessness-crisis","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","","California senator and presidential candidate Kamala Harris is supporting a bill in the Senate to provide $13 billion in emergency relief to areas affected by chronic homelessness over the next five years. But Republicans are unlikely to bring it up for a vote, citing the huge price tag.","11 hours ago"
"1570864780-4648","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","""Like so many, including those in the Ukrainian-American community, my parents' lives were changed forever by Communist and Nazi regimes,"" Yovanovitch said during a Senate confirmation hearing in 2016, attended by her 88-year-old mother. ""They survived poverty, war and displacement, and finally arrived in the United States, with me in tow, in search of freedom, opportunity, dignity and accountability.""","1 day ago"
"1570864721-4499","https://www.foxnews.com/politics","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","https://www.foxnews.com/politics/trump-minneapolis-minnesota-rally-impeachment-push-security-costs-ilhan-omar","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","","ANDY MCCARTHY TAKES A LOOK AT DEMS' IMPEACHMENT PUSH","1 day ago"
"1570864496-4223","https://www.foxnews.com/politics","Newly declassified court documents reveal FBI FISA violations in targeting Americans","https://www.foxnews.com/politics/newly-declassified-court-documents-reveal-fbi-fisa-violations-in-targeting-americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","","After the July 2019 FISC-R decision, the FBI submitted new proposed procedures that the court deemed acceptable in a September ruling.","1 day ago"
"1570864576-4341","https://www.foxnews.com/politics","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","https://www.foxnews.com/politics/ted-cruz-taiwan-china-communist-oppression-censorship","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","","Taiwan, which has fought to assert its independence but which China has claimed as its own, has formal diplomatic relations with only 15 countries.","1 day ago"
"1570864727-4537","https://www.foxnews.com/politics","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","https://www.foxnews.com/politics/trump-minneapolis-protest-impeachment-maga-hats-fire","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","","Trump praised police officers during his rally.  USA Today reported that Minneapolis police were not allowed to attend the rally in their uniforms, so they wore, ""Cops For Trump"" t-shirts.","1 day ago"
"1570864752-4554","https://www.foxnews.com/politics","Biden's full-throated attack on Trump seen as double-edged sword","https://www.foxnews.com/politics/biden-trump-impeachment-attack-double-edged-sword","Biden's full-throated attack on Trump seen as double-edged sword","Biden's full-throated attack on Trump seen as double-edged sword","","That’s the same line the former vice president used a day earlier – to a rousing standing ovation – as Biden, for the first time, unequivocally called for the impeachment of Trump.","20 hours ago"
"1570864997-4935","https://www.foxnews.com/politics","California adopts nation's broadest gun seizure laws","https://www.foxnews.com/politics/california-expands-gun-seizure-law","California adopts nation's broadest gun seizure laws","California adopts nation's broadest gun seizure laws","","Additionally, those making a request under the new law may ""lack the relationship or skills required to make an appropriate assessment,"" the ACLU said.","10 hours ago"
"1570864806-4685","https://www.foxnews.com/politics","Booker quotes this Old Testament Bible verse to defend LGBTQ rights","https://www.foxnews.com/politics/booker-bible-lgbtq-town-hall","Booker quotes this Old Testament Bible verse to defend LGBTQ rights","Booker quotes this Old Testament Bible verse to defend LGBTQ rights","","""It said in Micah, 'What do you want from your Lord, but what is it you want from your people?'"" he said. ""Which is to do justice, love kindness, and walk humbly -- walk humbly -- and, so for me, I cannot allow, as a leader, that people are going to use religion as a justification for discrimination.""","17 hours ago"
"1570864721-4508","https://www.foxnews.com/politics","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","https://www.foxnews.com/politics/trump-minneapolis-minnesota-rally-impeachment-push-security-costs-ilhan-omar","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","","Police removed protesters throughout the rally, which went ahead as scheduled even after Trump's campaign threatened a lawsuit over the city's effort to recover $530,000 in security costs relating to the event.","1 day ago"
"1570864768-4613","https://www.foxnews.com/politics","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","https://www.foxnews.com/politics/eric-early-adam-schiffs-2020-republican-challenger","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","","In his current practice, Early is leading a lawsuit against the Santa Barbara Unified School District on behalf of a group of local citizens. They’re suing “for hiring an organization of social justice warriors who are indoctrinating the teachers and students with a radical far-left, America-hating, and racially divisive agenda,” he said.","18 hours ago"
"1570865069-5031","https://www.foxnews.com/politics","NSC staffer discussed Trump-Ukraine call outside council, called conversation 'outrageous': sources","https://www.foxnews.com/politics/nsc-staffer-discussed-trump-ukraine-call-outside-nsc-called-conversation-outrageous-sources","NSC staffer discussed Trump-Ukraine call outside council, called conversation 'outrageous': sources","NSC staffer discussed Trump-Ukraine call outside council, called conversation 'outrageous': sources","","Other top administration officials linked to the Ukraine situation are also set to testify next week. On Friday, Marie Yovanovitch, the former U.S. envoy to Kiev and someone President Trump called ""bad news,"" according to a memorandum of the telephone call with Ukraine's leader, arrived on Capitol Hill for a transcribed interview with lawmakers and staff.","6 hours ago"
"1570864869-4751","https://www.foxnews.com/politics","Former DIA employee accused of leaking top secret information to reporters released on bond","https://www.foxnews.com/politics/former-dia-employee-accused-of-leaking-top-secret-information-to-reporters-released-on-bond","Former DIA employee accused of leaking top secret information to reporters released on bond","Former DIA employee accused of leaking top secret information to reporters released on bond","","Frese's alleged motive was to advance the career of a female reporter he was having a relationship with, the FBI said in court documents. Frese allegedly also passed information to one of the woman's female colleagues at an ""affiliated but different news outlet.""","14 hours ago"
"1570864727-4529","https://www.foxnews.com/politics","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","https://www.foxnews.com/politics/trump-minneapolis-protest-impeachment-maga-hats-fire","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","","Cell phone video posted by Star Tribune reporter Chao Xiong showed Trump supporters walking through a crowd of protesters outside the Target Center in Minneapolis, shouting, “Lock him up” and “Shame on you.”","1 day ago"
"1570865129-5146","https://www.foxnews.com/politics","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","https://www.foxnews.com/politics/california-newsom-abortion-pill-college-campus-students-for-life-america-lawsuit","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","","Bishop Jaime Soto, president of the California Catholic Conference, implored Catholics and other Christians in an open letter to pray for the dissolution of SB 24 in order to shield “infants and young college-age women from the scourge of abortion,” the Los Angeles Times reported.","1 hour ago"
"1570864885-4781","https://www.foxnews.com/politics","Does pulling troops from Syria but sending more to Saudi Arabia send a mixed message?","https://video.foxnews.com/v/6094098981001/","Does pulling troops from Syria but sending more to Saudi Arabia send a mixed message?","Does pulling troops from Syria but sending more to Saudi Arabia send a mixed message?","","","null"
"1570864780-4636","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","Volodymyr Zelenskiy said for the first time that his country will ""happily"" investigate the conspiracy theory pushed by Trump that it was Ukrainians, not Russians, who interfered in the 2016 U.S. presidential election. And he encouraged U.S. and Ukrainian prosecutors to discuss investigating the Ukrainian gas company Burisma Holdings.","1 day ago"
"1570864696-4464","https://www.foxnews.com/politics","NYC council member launches Democratic primary challenge to Ocasio-Cortez","https://www.foxnews.com/politics/alexandria-ocasio-cortez-fernando-cabrera-democratic-primary","NYC council member launches Democratic primary challenge to Ocasio-Cortez","NYC council member launches Democratic primary challenge to Ocasio-Cortez","","“Socialism doesn’t work,"" Cabrera added. ""I don’t want it for my children, for my grandchildren.""","1 day ago"
"1570864966-4892","https://www.foxnews.com/politics","Appeals court blocks Ohio ban on Down syndrome abortions","https://www.foxnews.com/politics/ohio-down-syndrome-abortion-ban-federal-appeals-court","Appeals court blocks Ohio ban on Down syndrome abortions","Appeals court blocks Ohio ban on Down syndrome abortions","","The 6th Circuit Court of Appeals in Cincinnati upheld a preliminary injunction saying that the law was invalid because it had the purpose and effect of preventing some women from obtaining pre-viability abortions, which violates Supreme Court precedents.","11 hours ago"
"1570865080-5051","https://www.foxnews.com/politics","Trump announces acting Homeland Security Secretary McAleenan to leave post","https://www.foxnews.com/politics/trump-announces-acting-homeland-security-secretary-mcaleenan-to-leave-post","Trump announces acting Homeland Security Secretary McAleenan to leave post","Trump announces acting Homeland Security Secretary McAleenan to leave post","","McAleenan issued a statement Friday night following the president's announcement, thanking him for ""the opportunity to serve alongside the men and women of the Department of Homeland Security.""","7 hours ago"
"1570864547-4304","https://www.foxnews.com/politics","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","https://www.foxnews.com/politics/prosecutors-giuliani-associates-arrested-while-trying-to-board-international-flight-with-one-way-tickets","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","","At approximately the same time that they made that commitment, Parnas and the Congressman discussed the Congressman's assistance in securing the removal of the then-U.S. Ambassador to Ukraine, and this was done ""at least in part, at the request of one or more Ukrainian government officials,"" the indictment alleges.","1 day ago"
"1570864787-4664","https://www.foxnews.com/politics","Beto threatens tax-exempt status of churches if they don't support gay marriage","https://www.foxnews.com/politics/beto-church-of-tax-exempt-status-gay-marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","","When the former Texas congressman was asked if religious institutions -- ""colleges, churches, charities"" -- should be stripped of tax-exempt status Thursday night by CNN anchor Don Lemon during the LGBTQ town hall, he immediately responded, ""Yes.""","18 hours ago"
"1570864997-4928","https://www.foxnews.com/politics","California adopts nation's broadest gun seizure laws","https://www.foxnews.com/politics/california-expands-gun-seizure-law","California adopts nation's broadest gun seizure laws","California adopts nation's broadest gun seizure laws","","Newsom also signed a companion bill allowing the gun violence restraining orders to last one and five years, although the gun owners could petition to end those restrictions earlier. The bill also allows judges to issue search warrants at the same time as they grant the orders. The warrants can be used immediately if the gun owners are served with the relinquishment orders but fail to turn over the firearms or ammunition.","10 hours ago"
"1570864981-4922","https://www.foxnews.com/politics","US appeals court upholds House subpoena seeking Trump's accounting records","https://video.foxnews.com/v/6094218356001/","US appeals court upholds House subpoena seeking Trump's accounting records","US appeals court upholds House subpoena seeking Trump's accounting records","","","null"
"1570864665-4432","https://www.foxnews.com/politics","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","https://www.foxnews.com/politics/gop-lawmaker-request-fec-watchdog-investigate-partisan-behavior-of-agency-chair","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","","In May 2017, Weintraub wrote a statement, again on FEC letterhead, rebuking Trump for his creation of an Advisory Commission on Election Integrity, saying: “Mr. President, take responsibility for your words. Document them if you can. Apologize to them if you have to. But don’t ship them off to a commission.”","1 day ago"
"1570865129-5143","https://www.foxnews.com/politics","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","https://www.foxnews.com/politics/california-newsom-abortion-pill-college-campus-students-for-life-america-lawsuit","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","","Live Action President Lila Rose said the law ""turns universities into abortion centers.""","1 hour ago"
"1570864735-4539","https://www.foxnews.com/politics","'Trump watch party’ reinstated at Michigan restaurant after RNC chair Ronna McDaniel's tweet rallies the troops: report","https://www.foxnews.com/politics/trump-watch-party-reinstated-after-rnc-chair-ronna-mcdaniels-tweet-rallies-the-troops-reports","'Trump watch party’ reinstated at Michigan restaurant after RNC chair Ronna McDaniel's tweet rallies the troops: report","'Trump watch party’ reinstated at Michigan restaurant after RNC chair Ronna McDaniel's tweet rallies the troops: report","Dom Calicchio","","23 hours ago"
